 title="contour"
 variables="x","y","u","v",
 "p","den","mach","entropy","vmu",
 zone i=          25  j=           7  f=point
  3.3333249E-04 -6.4285728E-03   462.2535       2.458945       5327934.    
   5.937037      0.4347168       564756.2      0.0000000E+00
  1.0000000E-03 -6.4285728E-03   457.8428       8.389376       5346523.    
   5.953188      0.4304702       564789.9      0.0000000E+00
  1.6666675E-03 -6.4285728E-03   447.4835       19.38864       5359826.    
   5.962170      0.4208486       565120.6      0.0000000E+00
  2.4906199E-03 -6.2755099E-03   451.5677       46.17798       5511218.    
   6.091962      0.4251590       565527.2      0.0000000E+00
  3.4718621E-03 -5.9693879E-03   495.6592       79.22330       5339902.    
   5.939653      0.4716171       565710.6      0.0000000E+00
  4.4531045E-03 -5.6632650E-03   556.7045       105.5492       5100981.    
   5.727086      0.5348699       565792.6      0.0000000E+00
  5.4343473E-03 -5.3571425E-03   616.4357       129.2962       4888759.    
   5.536485      0.5971306       565879.1      0.0000000E+00
  6.4155897E-03 -5.0510210E-03   684.4732       153.3979       4646723.    
   5.316064      0.6683965       566113.1      0.0000000E+00
  7.3968302E-03 -4.7448985E-03   777.2490       168.8866       4315673.    
   5.008015      0.7633104       566852.2      0.0000000E+00
  8.3780726E-03 -4.4387761E-03   949.1620       167.1283       3743376.    
   4.463148      0.9375063       568480.4      0.0000000E+00
  9.4917137E-03 -4.4352813E-03   1181.577       138.0716       2507923.    
   3.237948       1.204203       570655.7      0.0000000E+00
  1.0736668E-02 -4.7341860E-03   1277.938       73.75317       1855582.    
   2.516044       1.327901       580196.8      0.0000000E+00
  1.1979556E-02 -5.0326572E-03   1321.316      -5.998255       1597778.    
   2.224313       1.388883       583511.9      0.0000000E+00
  1.3220554E-02 -5.3307335E-03   1336.259      -84.70778       1463622.    
   2.067194       1.417596       586203.7      0.0000000E+00
  1.4459821E-02 -5.6284475E-03   1351.179      -150.0405       1385736.    
   1.975393       1.446024       587701.7      0.0000000E+00
  1.5697502E-02 -5.9258286E-03   1370.357      -197.5555       1317376.    
   1.895163       1.479393       588674.2      0.0000000E+00
  1.6933722E-02 -6.2229047E-03   1395.203      -226.1550       1243739.    
   1.808993       1.518581       589330.0      0.0000000E+00
  1.8168595E-02 -6.5196999E-03   1426.293      -240.9421       1161150.    
   1.711927       1.564702       589789.6      0.0000000E+00
  1.9402226E-02 -6.8162321E-03   1461.968      -245.9807       1072897.    
   1.607063       1.616412       590141.8      0.0000000E+00
  2.0634703E-02 -7.1125226E-03   1500.306      -245.9817       985714.7    
   1.501875       1.671844       590462.8      0.0000000E+00
  2.1866111E-02 -7.4085901E-03   1537.827      -245.4092       902363.0    
   1.399563       1.727781       590786.6      0.0000000E+00
  2.3096526E-02 -7.7044498E-03   1574.328      -244.4828       830758.2    
   1.309899       1.782239       591228.0      0.0000000E+00
  2.4326019E-02 -8.0001159E-03   1602.069      -245.2730       767011.9    
   1.228728       1.827485       591681.4      0.0000000E+00
  2.5554648E-02 -8.2956012E-03   1630.100      -244.8520       717584.6    
   1.164458       1.870679       592320.8      0.0000000E+00
  2.6782464E-02 -8.5909162E-03   1651.011      -248.7961       656821.6    
   1.084504       1.911316       593001.9      0.0000000E+00
  3.3333249E-04 -4.2857151E-03   478.7165       6.098663       5229324.    
   5.849132      0.4510776       564820.4      0.0000000E+00
  1.0000000E-03 -4.2857151E-03   487.4363       17.69469       5182574.    
   5.807338      0.4599751       564851.6      0.0000000E+00
  1.6666675E-03 -4.2857151E-03   491.9631       32.46667       5148622.    
   5.776113      0.4652252       564976.2      0.0000000E+00
  2.4906199E-03 -4.1836738E-03   504.1909       56.32425       5100830.    
   5.731706      0.4790981       565201.2      0.0000000E+00
  3.4718621E-03 -3.9795921E-03   536.7321       80.42072       4960506.    
   5.603944      0.5138984       565488.6      0.0000000E+00
  4.4531045E-03 -3.7755100E-03   579.6060       98.80575       4782269.    
   5.442256      0.5587794       565656.1      0.0000000E+00
  5.4343473E-03 -3.5714277E-03   627.1221       115.6930       4606148.    
   5.281568      0.6083404       565791.9      0.0000000E+00
  6.4155897E-03 -3.3673474E-03   685.4614       126.9670       4403890.    
   5.094929      0.6679960       566033.8      0.0000000E+00
  7.3968302E-03 -3.1632660E-03   767.2115       128.2070       4116905.    
   4.826848      0.7503379       566441.1      0.0000000E+00
  8.3780726E-03 -2.9591837E-03   890.5926       117.0469       3674246.    
   4.406712      0.8763663       567001.1      0.0000000E+00
  9.4342669E-03 -2.9566549E-03   1053.159       64.10261       3129076.    
   3.870499       1.045411       568630.0      0.0000000E+00
  1.0562199E-02 -3.1551549E-03   1163.270      -20.85206       2650812.    
   3.373171       1.169216       572862.8      0.0000000E+00
  1.1684019E-02 -3.3526598E-03   1234.949      -101.4213       2329954.    
   3.031824       1.259220       575970.4      0.0000000E+00
  1.2800314E-02 -3.5492645E-03   1289.011      -162.8185       2085364.    
   2.769160       1.333802       577860.9      0.0000000E+00
  1.3911593E-02 -3.7450509E-03   1335.924      -202.7634       1884469.    
   2.550542       1.400438       579204.7      0.0000000E+00
  1.5018306E-02 -3.9400910E-03   1379.615      -224.8509       1708814.    
   2.356143       1.462241       580390.9      0.0000000E+00
  1.6120853E-02 -4.1344496E-03   1422.966      -232.7862       1552523.    
   2.180472       1.522301       581385.6      0.0000000E+00
  1.7219586E-02 -4.3281866E-03   1464.659      -233.4961       1415874.    
   2.024498       1.579965       582189.9      0.0000000E+00
  1.8314824E-02 -4.5213476E-03   1503.690      -232.2378       1296196.    
   1.885745       1.634926       582857.1      0.0000000E+00
  1.9406840E-02 -4.7139800E-03   1540.504      -229.3739       1191201.    
   1.762082       1.687561       583434.5      0.0000000E+00
  2.0495892E-02 -4.9061244E-03   1574.241      -225.8597       1097529.    
   1.649997       1.737176       583965.9      0.0000000E+00
  2.1582197E-02 -5.0978181E-03   1605.626      -222.2319       1017169.    
   1.552191       1.783839       584524.0      0.0000000E+00
  2.2665968E-02 -5.2890959E-03   1631.712      -219.0379       944856.6    
   1.462854       1.824963       585076.4      0.0000000E+00
  2.3747381E-02 -5.4799849E-03   1659.342      -213.1574       882978.9    
   1.385010       1.866620       585759.7      0.0000000E+00
  2.4826607E-02 -5.6705126E-03   1689.284      -213.4182       803490.9    
   1.283764       1.917379       586529.2      0.0000000E+00
  3.3333249E-04 -2.1428575E-03   491.7589       2.924830       5161084.    
   5.788027      0.4639482       564875.2      0.0000000E+00
  1.0000000E-03 -2.1428575E-03   503.8107       8.972104       5087383.    
   5.722114      0.4760823       564902.1      0.0000000E+00
  1.6666675E-03 -2.1428575E-03   511.2115       17.77988       5064448.    
   5.701387      0.4835061       564932.8      0.0000000E+00
