 title="contour"
 variables="x","y"
 zone i=         101  j=          51  f=point
  0.0000000E+00  -1.500000    
  3.9999999E-02  -1.500000    
  7.9999998E-02  -1.500000    
  0.1200000      -1.500000    
  0.1600000      -1.500000    
  0.2000000      -1.500000    
  0.2400000      -1.500000    
  0.2800000      -1.500000    
  0.3200000      -1.500000    
  0.3600000      -1.500000    
  0.4000000      -1.500000    
  0.4400000      -1.500000    
  0.4800000      -1.500000    
  0.5200000      -1.500000    
  0.5600000      -1.500000    
  0.6000000      -1.500000    
  0.6400000      -1.500000    
  0.6800000      -1.500000    
  0.7200000      -1.500000    
  0.7600000      -1.500000    
  0.8000000      -1.500000    
  0.8400000      -1.500000    
  0.8800000      -1.500000    
  0.9200000      -1.500000    
  0.9600000      -1.500000    
   1.000000      -1.500000    
   1.054950      -1.480000    
   1.109899      -1.460000    
   1.164849      -1.440000    
   1.219798      -1.420000    
   1.274748      -1.400000    
   1.329697      -1.380000    
   1.384647      -1.360000    
   1.439596      -1.340000    
   1.494546      -1.320000    
   1.549495      -1.300000    
   1.604445      -1.280000    
   1.659395      -1.260000    
   1.714344      -1.240000    
   1.769294      -1.220000    
   1.824243      -1.200000    
   1.879193      -1.180000    
   1.934142      -1.160000    
   1.989092      -1.140000    
   2.044041      -1.120000    
   2.098991      -1.100000    
   2.153940      -1.080000    
   2.208890      -1.060000    
   2.263840      -1.040000    
   2.318789      -1.020000    
   2.373739      -1.000000    
   2.503021      -1.034641    
   2.632303      -1.069282    
   2.761585      -1.103923    
   2.890867      -1.138564    
   3.020149      -1.173205    
   3.149431      -1.207846    
   3.278713      -1.242487    
   3.407995      -1.277128    
   3.537277      -1.311769    
   3.666559      -1.346410    
   3.795841      -1.381051    
   3.925123      -1.415692    
   4.054405      -1.450333    
   4.183687      -1.484974    
   4.312969      -1.519615    
   4.442251      -1.554256    
   4.571533      -1.588897    
   4.700815      -1.623538    
   4.830097      -1.658179    
   4.959379      -1.692820    
   5.088661      -1.727461    
   5.217943      -1.762102    
   5.347226      -1.796743    
   5.476508      -1.831384    
   5.605790      -1.866025    
   5.735072      -1.900666    
   5.864354      -1.935307    
   5.993636      -1.969948    
   6.122918      -2.004590    
   6.252200      -2.039231    
   6.381482      -2.073872    
   6.510764      -2.108512    
   6.640046      -2.143153    
   6.769328      -2.177794    
   6.898610      -2.212435    
   7.027892      -2.247077    
   7.157174      -2.281718    
   7.286456      -2.316359    
   7.415738      -2.351000    
   7.545020      -2.385641    
   7.674302      -2.420282    
   7.803584      -2.454923    
   7.932866      -2.489564    
   8.062148      -2.524205    
   8.191430      -2.558846    
   8.320712      -2.593487    
   8.449994      -2.628128    
   8.579276      -2.662769    
   8.708558      -2.697410    
   8.837840      -2.732051    
  0.0000000E+00  -1.440000    
  3.9999999E-02  -1.440000    
  7.9999998E-02  -1.440000    
  0.1200000      -1.440000    
  0.1600000      -1.440000    
  0.2000000      -1.440000    
  0.2400000      -1.440000    
  0.2800000      -1.440000    
  0.3200000      -1.440000    
  0.3600000      -1.440000    
  0.4000000      -1.440000    
  0.4400000      -1.440000    
  0.4800000      -1.440000    
  0.5200000      -1.440000    
  0.5600000      -1.440000    
  0.6000000      -1.440000    
  0.6400000      -1.440000    
  0.6800000      -1.440000    
  0.7200000      -1.440000    
  0.7600000      -1.440000    
  0.8000000      -1.440000    
  0.8400000      -1.440000    
  0.8800000      -1.440000    
  0.9200000      -1.440000    
